Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.88,49.75,SPARWOOD,1157630,1990/1/1,1990,1,1,,0.5,,-0.5,,0,,18,,0,,0,,10.6,,5.7,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/2,1990,1,2,,-0.5,,-7.3,,-3.9,,21.9,,0,,0,,0,T,0,T,14,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/3,1990,1,3,,-1.2,,-7.6,,-4.4,,22.4,,0,,0,,1.2,,0.6,,11,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/4,1990,1,4,,0.3,,-4.3,,-2,,20,,0,,0,,2.2,,0.8,,11,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/5,1990,1,5,,3.6,,-10.7,,-3.6,,21.6,,0,,5.7,,1,,6.7,,13,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/6,1990,1,6,,3.7,,0.3,,2,,16,,0,,3.4,,2,,5.4,,11,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/7,1990,1,7,,5.8,,0.3,,3.1,,14.9,,0,,1.2,,2.4,,3,,11,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/8,1990,1,8,,4.6,,0,,2.3,,15.7,,0,,0,,4,,1.8,,11,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/9,1990,1,9,,4.6,,-0.5,,2.1,,15.9,,0,,14,,4.8,,18.8,,14,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/10,1990,1,10,,0.5,,-2,,-0.8,,18.8,,0,,0,,0,T,0,T,8,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/11,1990,1,11,,-4.6,,-15.4,,-10,,28,,0,,0,,0,T,0,T,7,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/12,1990,1,12,,-5.2,,-15.3,,-10.3,,28.3,,0,,0,,0,,0,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/13,1990,1,13,,-2.4,,-8.4,,-5.4,,23.4,,0,,0,,0,T,0,T,7,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/14,1990,1,14,,0.3,,-5.4,,-2.6,,20.6,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/15,1990,1,15,,0.4,,-3.5,,-1.6,,19.6,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/16,1990,1,16,,-1.5,,-6.5,,-4,,22,,0,,0,,0,T,0,T,5,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/17,1990,1,17,,-2,,-11.4,,-6.7,,24.7,,0,,0,,0,,0,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/18,1990,1,18,,-3.9,,-13.3,,-8.6,,26.6,,0,,0,,0,,0,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/19,1990,1,19,,-4.5,,-11.6,,-8.1,,26.1,,0,,0,,0,T,0,T,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/20,1990,1,20,,-1.9,,-10.2,,-6.1,,24.1,,0,,0,,0,T,0,T,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/21,1990,1,21,,1.7,,-5.8,,-2.1,,20.1,,0,,0,,1.6,,0.8,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/22,1990,1,22,,1.7,,-1.8,,-0.1,,18.1,,0,,0,,3.2,,2.2,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/23,1990,1,23,,-0.3,,-3.4,,-1.9,,19.9,,0,,0,,0,T,0,T,,M,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/24,1990,1,24,,-1,,-8.9,,-5,,23,,0,,0,,2,,1.3,,,M,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/25,1990,1,25,,0.3,,-3,,-1.4,,19.4,,0,,0,,11.4,,8.9,,9,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/26,1990,1,26,,-2.7,,-6.6,,-4.7,,22.7,,0,,0,,1,,0.3,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/27,1990,1,27,,-2,,-13.8,,-7.9,,25.9,,0,,0,,5.8,,2.7,,18,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/28,1990,1,28,,-1,,-5.2,,-3.1,,21.1,,0,,0,,11.6,,7.7,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/29,1990,1,29,,-13.5,,-16.4,,-15,,33,,0,,0,,5.8,,4.6,,25,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/30,1990,1,30,,-18.3,,-22,,-20.2,,38.2,,0,,0,,12.6,,9.4,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/1/31,1990,1,31,,-21.3,,-26.5,,-23.9,,41.9,,0,,0,,2.6,,1.6,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/1,1990,2,1,,-4.3,,-24.9,,-14.6,,32.6,,0,,0,,3,,1.1,,15,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/2,1990,2,2,,1.7,,-13,,-5.7,,23.7,,0,,0,,1,,1,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/3,1990,2,3,,3.2,,-1.6,,0.8,,17.2,,0,,0,,10.4,,7.8,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/4,1990,2,4,,1.2,,-2.2,,-0.5,,18.5,,0,,0,,11.2,,7.6,,27,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/5,1990,2,5,,-1.7,,-4.5,,-3.1,,21.1,,0,,0,,13.4,,8.4,,33,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/6,1990,2,6,,-1.1,,-4.4,,-2.8,,20.8,,0,,0,,0.6,,0.2,,41,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/7,1990,2,7,,-4.5,,-12.2,,-8.4,,26.4,,0,,0,,4.2,,3.6,,38,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/8,1990,2,8,,-4.4,,-7.4,,-5.9,,23.9,,0,,0,,0.4,,0,T,40,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/9,1990,2,9,,1.8,,-13.2,,-5.7,,23.7,,0,,0,T,2,,1.5,,34,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/10,1990,2,10,,4.4,,0.6,,2.5,,15.5,,0,,11.4,,0,T,11.4,,31,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/11,1990,2,11,,4.6,,1.2,,2.9,,15.1,,0,,0,T,2.6,,2.6,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/12,1990,2,12,,-6.3,,-14.9,,-10.6,,28.6,,0,,0,,1.6,,0.8,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/13,1990,2,13,,-14.9,,-23,,-19,,37,,0,,0,,0,,0,,,M,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/14,1990,2,14,,-11.2,,-29.8,,-20.5,,38.5,,0,,0,,0,T,0,T,18,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/15,1990,2,15,,-9.5,,-23,,-16.3,,34.3,,0,,0,,3.8,,3.2,,18,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/16,1990,2,16,,-17.8,,-20.8,,-19.3,,37.3,,0,,0,,3,,2.2,,21,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/17,1990,2,17,,-11.4,,-31,,-21.2,,39.2,,0,,0,,0,,0,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/18,1990,2,18,,-4.5,,-25.3,,-14.9,,32.9,,0,,0,,0,,0,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/19,1990,2,19,,-1.3,,-20.9,,-11.1,,29.1,,0,,0,,4,,1.2,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/20,1990,2,20,,-0.1,,-4.5,,-2.3,,20.3,,0,,0,,14.6,,5,,21,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/21,1990,2,21,,5,,-2.3,,1.4,,16.6,,0,,0,,0,T,0,T,30,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/22,1990,2,22,,8.5,,1.5,,5,,13,,0,,0,,0,,0,,26,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/23,1990,2,23,,8.9,,-7.9,,0.5,,17.5,,0,,0,,0,,0,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/24,1990,2,24,,5.5,,-5.7,,-0.1,,18.1,,0,,0,T,0,T,0,T,19,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/25,1990,2,25,,7.3,,2,,4.7,,13.3,,0,,0,,0,,0,,16,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/26,1990,2,26,,5.4,,-8.8,,-1.7,,19.7,,0,,0,,0,,0,,14,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/27,1990,2,27,,4.8,,-12.2,,-3.7,,21.7,,0,,0,,0,,0,,12,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/2/28,1990,2,28,,5.2,,-13.4,,-4.1,,22.1,,0,,0,,0,,0,,10,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/1,1990,3,1,,5.8,,-12.2,,-3.2,,21.2,,0,,0,,0,,0,,9,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/2,1990,3,2,,7.1,,-11.9,,-2.4,,20.4,,0,,0,,0,,0,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/3,1990,3,3,,7.3,,-11.5,,-2.1,,20.1,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/4,1990,3,4,,6,,-8.4,,-1.2,,19.2,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/5,1990,3,5,,8.5,,-5.5,,1.5,,16.5,,0,,0,,0,,0,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/6,1990,3,6,,4.7,,-5.9,,-0.6,,18.6,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/7,1990,3,7,,9,,0.3,,4.7,,13.3,,0,,1,,1.2,,2.2,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/8,1990,3,8,,1.8,,-3.3,,-0.8,,18.8,,0,,0,,3.8,,2.9,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/9,1990,3,9,,1.1,,-4,,-1.5,,19.5,,0,,0,,2.6,,1.4,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/10,1990,3,10,,3.2,,-1.8,,0.7,,17.3,,0,,0,T,2.2,,0.8,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/11,1990,3,11,,0.4,,-3.4,,-1.5,,19.5,,0,,0,,7.2,,3.9,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/12,1990,3,12,,1.9,,-4,,-1.1,,19.1,,0,,0,T,2.6,,1,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/13,1990,3,13,,3.7,,-3.2,,0.3,,17.7,,0,,0,,0,,0,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/14,1990,3,14,,4.3,,-2.4,,1,,17,,0,,0,,0,,0,,2,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/15,1990,3,15,,6.8,,-8.7,,-1,,19,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/16,1990,3,16,,7.2,,-6.1,,0.6,,17.4,,0,,0,,2.4,,1.4,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/17,1990,3,17,,7.4,,-1,,3.2,,14.8,,0,,0,,0,,0,,2,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/18,1990,3,18,,8.9,,-3.8,,2.6,,15.4,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/19,1990,3,19,,9.4,,-3,,3.2,,14.8,,0,,0,T,0,,0,T,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/20,1990,3,20,,6.6,,1.6,,4.1,,13.9,,0,,0.5,,0,,0.5,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/21,1990,3,21,,7.8,,-0.2,,3.8,,14.2,,0,,0,T,3,,1.6,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/22,1990,3,22,,-9,,-11.9,,-10.5,,28.5,,0,,0,,0,,0,,2,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/23,1990,3,23,,-2.8,,-15.6,,-9.2,,27.2,,0,,0,,0,,0,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/24,1990,3,24,,3.2,,-19,,-7.9,,25.9,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/25,1990,3,25,,7.8,,-13.2,,-2.7,,20.7,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/26,1990,3,26,,10.7,,-9.4,,0.7,,17.3,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/27,1990,3,27,,11.2,,-6.9,,2.2,,15.8,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/28,1990,3,28,,11.2,,-5,,3.1,,14.9,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/29,1990,3,29,,13.2,,-6.9,,3.2,,14.8,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/30,1990,3,30,,15,,-3.1,,6,,12,,0,,0,,0,,0,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/3/31,1990,3,31,,16.5,,-1.8,,7.4,,10.6,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/1,1990,4,1,,17.8,,1,,9.4,,8.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/2,1990,4,2,,19.3,,-2.5,,8.4,,9.6,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/3,1990,4,3,,15.3,,0.6,,8,,10,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/4,1990,4,4,,5.4,,1.2,,3.3,,14.7,,0,,0,T,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/5,1990,4,5,,12.5,,-2.8,,4.9,,13.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/6,1990,4,6,,14.6,,-5.3,,4.7,,13.3,,0,,1.6,,2.4,,4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/7,1990,4,7,,12.9,,0.1,,6.5,,11.5,,0,,0.5,,0.4,,0.9,,2,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/8,1990,4,8,,1.6,,-0.5,,0.6,,17.4,,0,,0,T,11,,5.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/9,1990,4,9,,-1.8,,-6.5,,-4.2,,22.2,,0,,0,,7,,4,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/10,1990,4,10,,5.2,,-12.5,,-3.7,,21.7,,0,,0,,0,,0,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/11,1990,4,11,,11.4,,-6.2,,2.6,,15.4,,0,,0.6,,0,,0.6,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/12,1990,4,12,,11.8,,2.4,,7.1,,10.9,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/13,1990,4,13,,9.8,,-1.3,,4.3,,13.7,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/14,1990,4,14,,13.6,,2.4,,8,,10,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/15,1990,4,15,,16.1,,-2.6,,6.8,,11.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/16,1990,4,16,,13.6,,-0.5,,6.6,,11.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/17,1990,4,17,,17.9,,-4.7,,6.6,,11.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/18,1990,4,18,,17.3,,-0.2,,8.6,,9.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/19,1990,4,19,,19.3,,1,,10.2,,7.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/20,1990,4,20,,17.8,,3.7,,10.8,,7.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/21,1990,4,21,,17.1,,2,,9.6,,8.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/22,1990,4,22,,14.8,,2.7,,8.8,,9.2,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/23,1990,4,23,,14.1,,2.1,,8.1,,9.9,,0,,2,,0,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/24,1990,4,24,,11.5,,4.2,,7.9,,10.1,,0,,1.3,,0,T,1.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/25,1990,4,25,,7.3,,2.2,,4.8,,13.2,,0,,0,T,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/26,1990,4,26,,7.8,,1,,4.4,,13.6,,0,,1.2,,0,T,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/27,1990,4,27,,9.5,,0.5,,5,,13,,0,,1.4,,7.2,,5.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/28,1990,4,28,,2.6,,-1.5,,0.6,,17.4,,0,,0,T,0,T,0,T,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/29,1990,4,29,,5.2,,-5.2,,0,,18,,0,,0,,0,T,0,T,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/4/30,1990,4,30,,12.9,,-6.8,,3.1,,14.9,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/1,1990,5,1,,14.4,,1.8,,8.1,,9.9,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/2,1990,5,2,,13.7,,5,,9.4,,8.6,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/3,1990,5,3,,18.2,,-1.9,,8.2,,9.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/4,1990,5,4,,21.4,,-0.5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/5,1990,5,5,,23.7,,1.8,,12.8,,5.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/6,1990,5,6,,14.8,,7.8,,11.3,,6.7,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/7,1990,5,7,,8.2,,-1.5,,3.4,,14.6,,0,,0,,4,,4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/8,1990,5,8,,5.8,,-0.5,,2.7,,15.3,,0,,0,,0,T,0,T,4,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/9,1990,5,9,,13.3,,-3.7,,4.8,,13.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/10,1990,5,10,,10.3,,-1.9,,4.2,,13.8,,0,,0.8,,0,,0.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/11,1990,5,11,,12.3,,2.2,,7.3,,10.7,,0,,4.4,,0,,4.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/12,1990,5,12,,8,,3.5,,5.8,,12.2,,0,,10.3,,0.4,,10.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/13,1990,5,13,,10.5,,0.3,,5.4,,12.6,,0,,6.6,,0,,6.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/14,1990,5,14,,11.2,,0.8,,6,,12,,0,,1.9,,0,,1.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/15,1990,5,15,,12.8,,1.5,,7.2,,10.8,,0,,1.6,,0,,1.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/16,1990,5,16,,14.4,,0.5,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/17,1990,5,17,,17.1,,-1.6,,7.8,,10.2,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/18,1990,5,18,,9.8,,5.1,,7.5,,10.5,,0,,1.6,,0,,1.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/19,1990,5,19,,13.6,,4.1,,8.9,,9.1,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/20,1990,5,20,,14.5,,0.3,,7.4,,10.6,,0,,2.2,,0,,2.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/21,1990,5,21,,13.9,,5,,9.5,,8.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/22,1990,5,22,,19.2,,-0.9,,9.2,,8.8,,0,,1.6,,0,,1.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/23,1990,5,23,,19.3,,8.3,,13.8,,4.2,,0,,1.4,,0,,1.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/24,1990,5,24,,13.8,,5.4,,9.6,,8.4,,0,,26,,0,,26,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/25,1990,5,25,,6.8,,2,,4.4,,13.6,,0,,8.4,,0,,8.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/26,1990,5,26,,11.9,,2.8,,7.4,,10.6,,0,,3.4,,0,,3.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/27,1990,5,27,,17.5,,2,,9.8,,8.2,,0,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/28,1990,5,28,,12,,7,,9.5,,8.5,,0,,9,,0,,9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/29,1990,5,29,,18.8,,9.3,,14.1,,3.9,,0,,9.6,,0,,9.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/30,1990,5,30,,14.5,,8.4,,11.5,,6.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/5/31,1990,5,31,,15.9,,0.9,,8.4,,9.6,,0,,19.6,,2,,21.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/1,1990,6,1,,9.4,,0.3,,4.9,,13.1,,0,,8.2,,0,T,8.2,,0,T,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/2,1990,6,2,,9.3,,3.1,,6.2,,11.8,,0,,2.4,,0,,2.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/3,1990,6,3,,15.7,,6.3,,11,,7,,0,,6.6,,0,,6.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/4,1990,6,4,,10.8,,4.2,,7.5,,10.5,,0,,1.9,,0,,1.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/5,1990,6,5,,16.2,,3.2,,9.7,,8.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/6,1990,6,6,,18.3,,-1.1,,8.6,,9.4,,0,,5.9,,0,,5.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/7,1990,6,7,,14.1,,6.5,,10.3,,7.7,,0,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/8,1990,6,8,,15.3,,1.3,,8.3,,9.7,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/9,1990,6,9,,21.2,,1.7,,11.5,,6.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/10,1990,6,10,,15.8,,8,,11.9,,6.1,,0,,2,,0,T,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/11,1990,6,11,,7,,3.5,,5.3,,12.7,,0,,8,,0,,8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/12,1990,6,12,,9.4,,4.3,,6.9,,11.1,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/13,1990,6,13,,13.2,,4.5,,8.9,,9.1,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/14,1990,6,14,,17.2,,6.1,,11.7,,6.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/15,1990,6,15,,22.5,,-0.4,,11.1,,6.9,,0,,1.6,,0,,1.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/16,1990,6,16,,20.7,,2.2,,11.5,,6.5,,0,,2.4,,0,,2.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/17,1990,6,17,,19.4,,8.4,,13.9,,4.1,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/18,1990,6,18,,18.7,,3.4,,11.1,,6.9,,0,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/19,1990,6,19,,21.2,,3.5,,12.4,,5.6,,0,,2,,0,,2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/20,1990,6,20,,18.7,,6,,12.4,,5.6,,0,,0.4,,0,,0.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/21,1990,6,21,,23.9,,0.5,,12.2,,5.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/22,1990,6,22,,27.4,,4.7,,16.1,,1.9,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/23,1990,6,23,,26.2,,8.8,,17.5,,0.5,,0,,1,,0,,1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/24,1990,6,24,,27.1,,7.1,,17.1,,0.9,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,1990/6/25,1990,6,25,,26.9,,6.9,,16.9,,1.1,,0,,0,T,0,,0,T,0,,,,,
