Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-114.88,49.75,SPARWOOD,1157630,2002/11/22,2002,11,22,,10.2,,4.5,,7.4,,10.6,,0,,2.1,,0,,2.1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/23,2002,11,23,,2.1,,-1.4,,0.4,,17.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/24,2002,11,24,,-0.5,,-12,,-6.3,,24.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/25,2002,11,25,,-2.9,,-13.3,,-8.1,,26.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/26,2002,11,26,,-1.4,,-8.1,,-4.8,,22.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/27,2002,11,27,,0,,-9.4,,-4.7,,22.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/28,2002,11,28,,6,,-9.5,,-1.8,,19.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/29,2002,11,29,,5.2,,-7.4,,-1.1,,19.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/11/30,2002,11,30,,1.6,,-8.8,,-3.6,,21.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/1,2002,12,1,,-3.8,,-8.9,,-6.4,,24.4,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/2,2002,12,2,,-1.5,,-6.6,,-4.1,,22.1,,0,,0,,0,T,0,T,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/3,2002,12,3,,-2.9,,-5,,-4,,22,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/4,2002,12,4,,-2.3,,-15,,-8.7,,26.7,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/5,2002,12,5,,-1.2,,-11.3,,-6.3,,24.3,,0,,0,,0,T,0,T,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/6,2002,12,6,,-0.9,,-7.4,,-4.2,,22.2,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/7,2002,12,7,,-0.8,,-4,,-2.4,,20.4,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/8,2002,12,8,,-0.8,,-3.3,,-2.1,,20.1,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/9,2002,12,9,,-1,,-2.7,,-1.9,,19.9,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/10,2002,12,10,,1.3,,-3.7,,-1.2,,19.2,,0,,0,,1.7,,1.7,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/11,2002,12,11,,2.4,,-0.7,,0.9,,17.1,,0,,0,,0.2,,0.2,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/12,2002,12,12,,4.8,,-1.1,,1.9,,16.1,,0,,2.4,,0,T,2.4,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/13,2002,12,13,,5.6,,2.2,,3.9,,14.1,,0,,3,,0,,3,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/14,2002,12,14,,6.3,,1.1,,3.7,,14.3,,0,,8.2,,0,,8.2,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/15,2002,12,15,,5.5,,2.9,,4.2,,13.8,,0,,3.2,,1.3,,4.5,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/16,2002,12,16,,3,,-0.3,,1.4,,16.6,,0,,4.8,,4.8,,9.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/17,2002,12,17,,3.3,,-1.7,,0.8,,17.2,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/18,2002,12,18,,-1.4,,-8.8,,-5.1,,23.1,,0,,0,,2.1,,2.1,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/19,2002,12,19,,-0.1,,-7.5,,-3.8,,21.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/20,2002,12,20,,-5.9,,-13,,-9.5,,27.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/21,2002,12,21,,-4.9,,-16.2,,-10.6,,28.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/22,2002,12,22,,-7.1,,-17,,-12.1,,30.1,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/23,2002,12,23,,-8,,-16,,-12,,30,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/24,2002,12,24,,-6.9,,-10,,-8.5,,26.5,,0,,0,,0.6,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/25,2002,12,25,,-0.3,,-15.5,,-7.9,,25.9,,0,,0,,3.8,,3.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/26,2002,12,26,,0.7,,-4.5,,-1.9,,19.9,,0,,0,,5.1,,5.1,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/27,2002,12,27,,1.6,,-10.1,,-4.3,,22.3,,0,,0.6,,13.4,,14,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/28,2002,12,28,,2.1,,-5.2,,-1.6,,19.6,,0,,0,,10.5,,10.5,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/29,2002,12,29,,-1.2,,-6.5,,-3.9,,21.9,,0,,0,,2.5,,2.5,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/30,2002,12,30,,-2.9,,-9,,-6,,24,,0,,0,,9.4,,9.4,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,2002/12/31,2002,12,31,,-2.1,,-6,,-4.1,,22.1,,0,,0,,13.2,,13.2,,24,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/1,2003,1,1,,0.2,,-11.3,,-5.6,,23.6,,0,,0,,0.2,,0.2,,31,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/2,2003,1,2,,3.4,,-1.9,,0.8,,17.2,,0,,9.5,,2.4,,11.9,,26,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/3,2003,1,3,,5.6,,1.6,,3.6,,14.4,,0,,0.3,,1,,1.3,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/4,2003,1,4,,3.5,,-7.5,,-2,,20,,0,,0,,0.8,,0.2,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/5,2003,1,5,,3.9,,-2.7,,0.6,,17.4,,0,,0,,0,,0,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/6,2003,1,6,,1.6,,-1.4,,0.1,,17.9,,0,,0,,0,,0,,16,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/7,2003,1,7,,1.1,,-5.4,,-2.2,,20.2,,0,,0,,0,,0,,16,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/8,2003,1,8,,-4.2,,-7,,-5.6,,23.6,,0,,0,,0,,0,,15,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/9,2003,1,9,,-4.9,,-14.7,,-9.8,,27.8,,0,,0,,0,,0,,15,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/10,2003,1,10,,-9.2,,-22.2,,-15.7,,33.7,,0,,0,,0,,0,,15,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/11,2003,1,11,,-8.4,,-22.2,,-15.3,,33.3,,0,,0,,1.4,,0.6,,15,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/12,2003,1,12,,2.2,,-13.1,,-5.5,,23.5,,0,,0,,6,,4.1,,16,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/13,2003,1,13,,2.6,,-6.5,,-2,,20,,0,,0,,0,T,0,T,19,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/14,2003,1,14,,-1.8,,-8.8,,-5.3,,23.3,,0,,0,,4.8,,4.8,,18,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/15,2003,1,15,,-2.1,,-7.3,,-4.7,,22.7,,0,,0,,0,,0,,20,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/16,2003,1,16,,-2.8,,-6.4,,-4.6,,22.6,,0,,0,,0,,0,,19,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/17,2003,1,17,,-4.5,,-6.5,,-5.5,,23.5,,0,,0,,0,,0,,18,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/18,2003,1,18,,-4.9,,-7.5,,-6.2,,24.2,,0,,0,,0,,0,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/19,2003,1,19,,0,,-6.1,,-3.1,,21.1,,0,,0,,0,,0,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/20,2003,1,20,,2.5,,-4.4,,-1,,19,,0,,0,,0,,0,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/21,2003,1,21,,-7.1,,-14.1,,-10.6,,28.6,,0,,0,,1,,1,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/22,2003,1,22,,-11.7,,-19.5,,-15.6,,33.6,,0,,0,,16.8,,16.8,,17,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/23,2003,1,23,,2.5,,-18.5,,-8,,26,,0,,0.2,,0.5,,0.7,,23,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/24,2003,1,24,,3,,-0.3,,1.4,,16.6,,0,,0,,0,T,0,T,21,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/25,2003,1,25,,5.2,,-14.9,,-4.9,,22.9,,0,,1.8,,0,,1.8,,21,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/26,2003,1,26,,7.1,,-7.2,,-0.1,,18.1,,0,,17,,0,T,17,,16,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/27,2003,1,27,,6.7,,0,,3.4,,14.6,,0,,0,,0,T,0,T,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/28,2003,1,28,,4.3,,-3.8,,0.3,,17.7,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/29,2003,1,29,,1,,-10,,-4.5,,22.5,,0,,0,,2.4,,2.4,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/30,2003,1,30,,6.9,,-0.8,,3.1,,14.9,,0,,2.5,,2,,3.5,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/1/31,2003,1,31,,5.9,,0.2,,3.1,,14.9,,0,,1.2,,0,,1.2,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/1,2003,2,1,,5.7,,2,,3.9,,14.1,,0,,0,,0.5,,0.5,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/2,2003,2,2,,3.8,,-4.5,,-0.4,,18.4,,0,,0,,0,T,0,T,4,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/3,2003,2,3,,1.9,,-4.1,,-1.1,,19.1,,0,,0,,5.2,,5.2,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/4,2003,2,4,,1.9,,-5.2,,-1.7,,19.7,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/5,2003,2,5,,-1.5,,-9.5,,-5.5,,23.5,,0,,0,,3.4,,3.4,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/6,2003,2,6,,-1.5,,-8.2,,-4.9,,22.9,,0,,0,,0,,0,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/7,2003,2,7,,-1.4,,-12.8,,-7.1,,25.1,,0,,0,,1.4,,1.4,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/8,2003,2,8,,0.9,,-7,,-3.1,,21.1,,0,,0,,0,T,0,T,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/9,2003,2,9,,-0.3,,-9.4,,-4.9,,22.9,,0,,0,,0,T,0,T,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/10,2003,2,10,,1.8,,-9.8,,-4,,22,,0,,0,,0,,0,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/11,2003,2,11,,2.8,,-12.7,,-5,,23,,0,,0,,0,,0,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/12,2003,2,12,,4,,-11.1,,-3.6,,21.6,,0,,0,,0,,0,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/13,2003,2,13,,3.9,,-13.2,,-4.7,,22.7,,0,,0,,0,,0,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/14,2003,2,14,,3.5,,-9.5,,-3,,21,,0,,0,,0,,0,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/15,2003,2,15,,5.7,,-7.5,,-0.9,,18.9,,0,,0,,2.2,,2.2,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/16,2003,2,16,,2.2,,-0.6,,0.8,,17.2,,0,,1,,9,,10,,5,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/17,2003,2,17,,1.7,,-0.3,,0.7,,17.3,,0,,0,,0,T,0,T,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/18,2003,2,18,,3.8,,-5.8,,-1,,19,,0,,0,,0,,0,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/19,2003,2,19,,2.6,,-0.5,,1.1,,16.9,,0,,0,,1.1,,0.4,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/20,2003,2,20,,2.4,,-0.5,,1,,17,,0,,0,,0.9,,0.9,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/21,2003,2,21,,3,,-12.4,,-4.7,,22.7,,0,,0,,0,,0,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/22,2003,2,22,,-12.8,,-15,,-13.9,,31.9,,0,,0,,13.5,,13.5,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/23,2003,2,23,,-7.4,,-26.7,,-17.1,,35.1,,0,,0,,0,,0,,10,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/24,2003,2,24,,-6.7,,-26.8,,-16.8,,34.8,,0,,0,,0,,0,,10,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/25,2003,2,25,,-2.9,,-21.5,,-12.2,,30.2,,0,,0,,0,,0,,9,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/26,2003,2,26,,-0.2,,-15.2,,-7.7,,25.7,,0,,0,,0,,0,,9,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/27,2003,2,27,,3.3,,-12.5,,-4.6,,22.6,,0,,0,,0,T,0,T,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/2/28,2003,2,28,,1.7,,-13.6,,-6,,24,,0,,0,,0.8,,0.8,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/1,2003,3,1,,1.2,,-7.3,,-3.1,,21.1,,0,,0,,0,T,0,T,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/2,2003,3,2,,0.5,,-2.6,,-1.1,,19.1,,0,,0,,8.8,,8.8,,6,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/3,2003,3,3,,-1.1,,-9.5,,-5.3,,23.3,,0,,0,,0,T,0,T,9,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/4,2003,3,4,,-1.3,,-13.5,,-7.4,,25.4,,0,,0,,0.4,,0.4,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/5,2003,3,5,,2.2,,-10.2,,-4,,22,,0,,0,,20,,20,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/6,2003,3,6,,-15,,-18.1,,-16.6,,34.6,,0,,0,,15,,15,,10,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/7,2003,3,7,,-17,,-21.4,,-19.2,,37.2,,0,,0,,3.2,,3.2,,8,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/8,2003,3,8,,-16.5,,-23.1,,-19.8,,37.8,,0,,0,,0,T,0,T,10,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/9,2003,3,9,,-0.9,,-23.1,,-12,,30,,0,,0,,5.6,,5.6,,7,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/10,2003,3,10,,5.1,,-14.5,,-4.7,,22.7,,0,,9.2,,0,T,9.2,,9,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/11,2003,3,11,,2.9,,-10,,-3.6,,21.6,,0,,4.4,,0,T,4.4,,4,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/12,2003,3,12,,5.5,,0.4,,3,,15,,0,,15.8,,0,T,15.8,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/13,2003,3,13,,8,,3,,5.5,,12.5,,0,,4.8,,0,,4.8,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/14,2003,3,14,,10.3,,1,,5.7,,12.3,,0,,0.4,,0,,0.4,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/15,2003,3,15,,8.4,,-2.9,,2.8,,15.2,,0,,5.6,,0,,5.6,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/16,2003,3,16,,7.1,,0.6,,3.9,,14.1,,0,,1.5,,0,T,1.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/17,2003,3,17,,9.1,,-1.9,,3.6,,14.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/18,2003,3,18,,7.2,,-5.2,,1,,17,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/19,2003,3,19,,8.9,,-0.3,,4.3,,13.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/20,2003,3,20,,9.5,,-5.6,,2,,16,,0,,0,T,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/21,2003,3,21,,4.6,,0.9,,2.8,,15.2,,0,,4.6,,2,,6.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/22,2003,3,22,,5,,0.1,,2.6,,15.4,,0,,6.8,,1.4,,8.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/23,2003,3,23,,5.9,,-0.9,,2.5,,15.5,,0,,0,,0.4,,0.4,,1,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/24,2003,3,24,,4.2,,-2,,1.1,,16.9,,0,,0,,0.2,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/25,2003,3,25,,6,,-4,,1,,17,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/26,2003,3,26,,5.3,,-6,,-0.4,,18.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/27,2003,3,27,,7.7,,-2.5,,2.6,,15.4,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/28,2003,3,28,,8.4,,-2.6,,2.9,,15.1,,0,,0,,0,T,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/29,2003,3,29,,7.7,,-3.9,,1.9,,16.1,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/30,2003,3,30,,13.9,,5,,9.5,,8.5,,0,,10.2,,0,,10.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/3/31,2003,3,31,,10.5,,5,,7.8,,10.2,,0,,6.4,,0,,6.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/1,2003,4,1,,5.4,,1,,3.2,,14.8,,0,,0.6,,0,T,0.6,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/2,2003,4,2,,1.8,,-3.1,,-0.7,,18.7,,0,,0,,7.2,,7.2,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/3,2003,4,3,,4.8,,-7,,-1.1,,19.1,,0,,0,,1.5,,1.5,,3,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/4,2003,4,4,,2.5,,-5.2,,-1.4,,19.4,,0,,0,,3.5,,3.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/5,2003,4,5,,2.5,,-4.2,,-0.9,,18.9,,0,,0,,1,,1,,2,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/6,2003,4,6,,5.8,,-3.5,,1.2,,16.8,,0,,0,,0,T,0,T,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/7,2003,4,7,,6,,-2.5,,1.8,,16.2,,0,,0,T,0,T,0,T,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/8,2003,4,8,,14,,4.5,,9.3,,8.7,,0,,2,,0,,2,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/9,2003,4,9,,10.2,,1.8,,6,,12,,0,,3,,0,,3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/10,2003,4,10,,15.9,,-4.2,,5.9,,12.1,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/11,2003,4,11,,15.6,,-0.2,,7.7,,10.3,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/12,2003,4,12,,9.4,,-3.1,,3.2,,14.8,,0,,13.9,,0,,13.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/13,2003,4,13,,9.8,,2.4,,6.1,,11.9,,0,,1.2,,0,T,1.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/14,2003,4,14,,7.6,,2.4,,5,,13,,0,,5.7,,0,,5.7,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/15,2003,4,15,,10.3,,-1.8,,4.3,,13.7,,0,,0.5,,0,,0.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/16,2003,4,16,,9.4,,2.6,,6,,12,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/17,2003,4,17,,10,,1.5,,5.8,,12.2,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/18,2003,4,18,,11.5,,-1.5,,5,,13,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/19,2003,4,19,,13.4,,-3.5,,5,,13,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/20,2003,4,20,,16.6,,-3.3,,6.7,,11.3,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/21,2003,4,21,,21.7,,-3,,9.4,,8.6,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/22,2003,4,22,,22.2,,-1.2,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/23,2003,4,23,,19.8,,0.6,,10.2,,7.8,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/24,2003,4,24,,17.4,,2,,9.7,,8.3,,0,,13.2,,0,,13.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/25,2003,4,25,,12.6,,4.2,,8.4,,9.6,,0,,0.7,,0,,0.7,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/26,2003,4,26,,5.5,,1.1,,3.3,,14.7,,0,,3.5,,28.8,,32.3,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/27,2003,4,27,,8.3,,-0.3,,4,,14,,0,,0,T,0,T,0,T,13,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/28,2003,4,28,,5.3,,0.7,,3,,15,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/29,2003,4,29,,10.6,,0.7,,5.7,,12.3,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/4/30,2003,4,30,,15.3,,-3.3,,6,,12,,0,,0,,0,,0,,,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/1,2003,5,1,,17,,-2.4,,7.3,,10.7,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/2,2003,5,2,,9.9,,0.7,,5.3,,12.7,,0,,6.1,,0,,6.1,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/3,2003,5,3,,6.1,,1.2,,3.7,,14.3,,0,,3.6,,0.4,,4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/4,2003,5,4,,6.7,,0,,3.4,,14.6,,0,,0.2,,0,T,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/5,2003,5,5,,10,,0.1,,5.1,,12.9,,0,,0.8,,0,T,0.8,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/6,2003,5,6,,6.6,,0.5,,3.6,,14.4,,0,,0.9,,0,T,0.9,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/7,2003,5,7,,10,,0.8,,5.4,,12.6,,0,,0.6,,0,,0.6,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/8,2003,5,8,,7.5,,2,,4.8,,13.2,,0,,0.5,,0,,0.5,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/9,2003,5,9,,7.9,,3.1,,5.5,,12.5,,0,,0.2,,0,,0.2,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/10,2003,5,10,,14.1,,-2.1,,6,,12,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/11,2003,5,11,,16.3,,-2.6,,6.9,,11.1,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/12,2003,5,12,,17.2,,-2.2,,7.5,,10.5,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/13,2003,5,13,,16.3,,6.1,,11.2,,6.8,,0,,0,,0,,0,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/14,2003,5,14,,19.2,,5.3,,12.3,,5.7,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/15,2003,5,15,,13,,9.9,,11.5,,6.5,,0,,0,T,0,,0,T,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/16,2003,5,16,,6,,0,,3,,15,,0,,0,T,3.4,,3.4,,0,,,,,
-114.88,49.75,SPARWOOD,1157630,2003/5/17,2003,5,17,,9.5,,-3,,3.3,,14.7,,0,,0,T,18.6,,18.6,,0,,,,,
